"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"Count"	"Ontology"
"DG-GCL"	"GO:0098918"	"structural constituent of synapse"	"4/591"	"15/11561"	0.00587357191411172	0.126904750750353	0.118220857346236	4	"MF"
"DG-GCL"	"GO:0016197"	"endosomal transport"	"18/595"	"186/11810"	0.00597786645891852	0.258363351997258	0.249855684807584	18	"BP"
"DG-GCL"	"GO:0060292"	"long-term synaptic depression"	"5/595"	"24/11810"	0.00610612928552222	0.258363351997258	0.249855684807584	5	"BP"
"DG-GCL"	"GO:0008037"	"cell recognition"	"10/595"	"79/11810"	0.00611593152206969	0.258363351997258	0.249855684807584	10	"BP"
"DG-GCL"	"GO:1903533"	"regulation of protein targeting"	"9/595"	"67/11810"	0.00617159251892802	0.258363351997258	0.249855684807584	9	"BP"
"DG-GCL"	"GO:0051493"	"regulation of cytoskeleton organization"	"32/595"	"399/11810"	0.00626348427782771	0.258363351997258	0.249855684807584	32	"BP"
"DG-GCL"	"GO:0007186"	"G protein-coupled receptor signaling pathway"	"37/595"	"479/11810"	0.00629371327261528	0.258363351997258	0.249855684807584	37	"BP"
"DG-GCL"	"GO:0032271"	"regulation of protein polymerization"	"16/595"	"159/11810"	0.00641587362299386	0.260717773588932	0.252132577465022	16	"BP"
"DG-GCL"	"GO:0005230"	"extracellular ligand-gated ion channel activity"	"7/591"	"44/11561"	0.00648373055697563	0.135263704018156	0.126007820529204	7	"MF"
"DG-GCL"	"GO:0010638"	"positive regulation of organelle organization"	"36/595"	"464/11810"	0.00652891870666468	0.26265839956912	0.254009300419291	36	"BP"
"DG-GCL"	"GO:0015077"	"monovalent inorganic cation transmembrane transporter activity"	"22/591"	"243/11561"	0.00663987326877343	0.135263704018156	0.126007820529204	22	"MF"
"DG-GCL"	"GO:1902905"	"positive regulation of supramolecular fiber organization"	"15/595"	"146/11810"	0.00677093085241912	0.26969757246814	0.260816679838886	15	"BP"
"DG-GCL"	"GO:0006817"	"phosphate ion transport"	"4/595"	"16/11810"	0.00714542800928998	0.28132221260757	0.272058531286571	4	"BP"
"DG-GCL"	"GO:0048193"	"Golgi vesicle transport"	"26/595"	"309/11810"	0.00720263184155599	0.28132221260757	0.272058531286571	26	"BP"
"DG-GCL"	"GO:0005509"	"calcium ion binding"	"34/591"	"429/11561"	0.0072927501426269	0.144436968102583	0.134553372514549	34	"MF"
"DG-GCL"	"GO:0006885"	"regulation of pH"	"8/595"	"57/11810"	0.00738214799157626	0.285012479676019	0.275627281259747	8	"BP"
"DG-GCL"	"GO:1902903"	"regulation of supramolecular fiber organization"	"23/595"	"264/11810"	0.00743880446581704	0.285012479676019	0.275627281259747	23	"BP"
"DG-GCL"	"GO:1904315"	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential"	"5/591"	"25/11561"	0.00777782962778815	0.149880879043593	0.139624765153181	5	"MF"
"DG-GCL"	"GO:0098802"	"plasma membrane receptor complex"	"12/619"	"109/12395"	0.00810374559353939	0.088376697227656	0.0785427576891206	12	"CC"
"DG-GCL"	"GO:0008344"	"adult locomotory behavior"	"8/595"	"58/11810"	0.00819628590688492	0.306141613114038	0.29606065179677	8	"BP"
"DG-GCL"	"GO:0098661"	"inorganic anion transmembrane transport"	"8/595"	"58/11810"	0.00819628590688492	0.306141613114038	0.29606065179677	8	"BP"
"DG-GCL"	"GO:0042273"	"ribosomal large subunit biogenesis"	"9/595"	"70/11810"	0.00821856679500773	0.306141613114038	0.29606065179677	9	"BP"
"DG-GCL"	"GO:0060113"	"inner ear receptor cell differentiation"	"6/595"	"36/11810"	0.00853297882077787	0.314937374275132	0.304566776645051	6	"BP"
"DG-GCL"	"GO:0070897"	"transcription preinitiation complex assembly"	"7/595"	"47/11810"	0.00864684978880158	0.31623887909408	0.305825424109193	7	"BP"
"DG-GCL"	"GO:0030036"	"actin cytoskeleton organization"	"35/595"	"457/11810"	0.00880675320076205	0.31918529843843	0.30867482057863	35	"BP"
"DG-GCL"	"GO:0032958"	"inositol phosphate biosynthetic process"	"4/595"	"17/11810"	0.00897770903097197	0.322476102067859	0.311857261075868	4	"BP"
"DG-GCL"	"GO:0044325"	"ion channel binding"	"11/591"	"95/11561"	0.00898382008054567	0.16687234329764	0.155453530111184	11	"MF"
"DG-GCL"	"GO:0046873"	"metal ion transmembrane transporter activity"	"24/591"	"280/11561"	0.00912765973156795	0.16687234329764	0.155453530111184	24	"MF"
"DG-GCL"	"GO:0031345"	"negative regulation of cell projection organization"	"15/595"	"151/11810"	0.00915024869908294	0.323535089932382	0.312881377445499	15	"BP"
"DG-GCL"	"GO:0051961"	"negative regulation of nervous system development"	"20/595"	"224/11810"	0.00934798138502578	0.323535089932382	0.312881377445499	20	"BP"
"DG-GCL"	"GO:0015081"	"sodium ion transmembrane transporter activity"	"10/591"	"83/11561"	0.00951117826614971	0.169536752594118	0.157935618051065	10	"MF"
"DG-GCL"	"GO:0048813"	"dendrite morphogenesis"	"13/595"	"124/11810"	0.00958097798312116	0.323535089932382	0.312881377445499	13	"BP"
"DG-GCL"	"GO:0021537"	"telencephalon development"	"18/595"	"195/11810"	0.0096035537258349	0.323535089932382	0.312881377445499	18	"BP"
"DG-GCL"	"GO:0043112"	"receptor metabolic process"	"14/595"	"138/11810"	0.00970797886178603	0.323535089932382	0.312881377445499	14	"BP"
"DG-GCL"	"GO:0005200"	"structural constituent of cytoskeleton"	"9/591"	"71/11561"	0.00985016357760416	0.171296747093458	0.159575178882368	9	"MF"
"DG-GCL"	"GO:0032388"	"positive regulation of intracellular transport"	"16/595"	"167/11810"	0.0101198346287456	0.323535089932382	0.312881377445499	16	"BP"
"DG-GCL"	"GO:0006903"	"vesicle targeting"	"10/595"	"85/11810"	0.010161364549173	0.323535089932382	0.312881377445499	10	"BP"
"DG-GCL"	"GO:0021799"	"cerebral cortex radially oriented cell migration"	"5/595"	"27/11810"	0.0102422158657687	0.323535089932382	0.312881377445499	5	"BP"
"DG-GCL"	"GO:0044091"	"membrane biogenesis"	"5/595"	"27/11810"	0.0102422158657687	0.323535089932382	0.312881377445499	5	"BP"
"DG-GCL"	"GO:0032535"	"regulation of cellular component size"	"24/595"	"287/11810"	0.0103058954803503	0.323535089932382	0.312881377445499	24	"BP"
"DG-GCL"	"GO:0007416"	"synapse assembly"	"14/595"	"139/11810"	0.0103136582811168	0.323535089932382	0.312881377445499	14	"BP"
"DG-GCL"	"GO:0032970"	"regulation of actin filament-based process"	"23/595"	"272/11810"	0.010475143936072	0.323535089932382	0.312881377445499	23	"BP"
"DG-GCL"	"GO:0031267"	"small GTPase binding"	"33/591"	"424/11561"	0.0105172036036363	0.178542051652206	0.166324698593847	33	"MF"
"DG-GCL"	"GO:0034333"	"adherens junction assembly"	"9/595"	"73/11810"	0.0107446935870877	0.323535089932382	0.312881377445499	9	"BP"
"DG-GCL"	"GO:0071900"	"regulation of protein serine/threonine kinase activity"	"28/595"	"351/11810"	0.0108698514444784	0.323535089932382	0.312881377445499	28	"BP"
"DG-GCL"	"GO:0010008"	"endosome membrane"	"29/619"	"370/12395"	0.0108847343665665	0.116506971553249	0.10354289221997	29	"CC"
"DG-GCL"	"GO:0002026"	"regulation of the force of heart contraction"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0006735"	"NADH regeneration"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0007205"	"protein kinase C-activating G protein-coupled receptor signaling pathway"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0030049"	"muscle filament sliding"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0033275"	"actin-myosin filament sliding"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0061615"	"glycolytic process through fructose-6-phosphate"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0061620"	"glycolytic process through glucose-6-phosphate"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0061621"	"canonical glycolysis"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0061718"	"glucose catabolic process to pyruvate"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0140115"	"export across plasma membrane"	"4/595"	"18/11810"	0.0110911213705135	0.323535089932382	0.312881377445499	4	"BP"
"DG-GCL"	"GO:0021795"	"cerebral cortex cell migration"	"6/595"	"38/11810"	0.0111114658420978	0.323535089932382	0.312881377445499	6	"BP"
"DG-GCL"	"GO:0042490"	"mechanoreceptor differentiation"	"6/595"	"38/11810"	0.0111114658420978	0.323535089932382	0.312881377445499	6	"BP"
"DG-GCL"	"GO:0032956"	"regulation of actin cytoskeleton organization"	"21/595"	"243/11810"	0.0111785676113848	0.323535089932382	0.312881377445499	21	"BP"
"DG-GCL"	"GO:0017016"	"Ras GTPase binding"	"32/591"	"410/11561"	0.0112123618299183	0.185916604296087	0.173194622146351	32	"MF"
"DG-GCL"	"GO:0005770"	"late endosome"	"18/619"	"200/12395"	0.0113216959452452	0.118980731933668	0.10574138988095	18	"CC"
"DG-GCL"	"GO:0042063"	"gliogenesis"	"17/595"	"184/11810"	0.0115393014055371	0.331590068246257	0.320671112743348	17	"BP"
"DG-GCL"	"GO:0048786"	"presynaptic active zone"	"8/619"	"62/12395"	0.0115627723610669	0.11934432901244	0.106064528424824	8	"CC"
"DG-GCL"	"GO:0090085"	"regulation of protein deubiquitination"	"3/595"	"10/11810"	0.0117028601924782	0.333905011023685	0.322909826587527	3	"BP"
"DG-GCL"	"GO:0014032"	"neural crest cell development"	"7/595"	"50/11810"	0.0120668213198876	0.339474280908446	0.32829570554512	7	"BP"
"DG-GCL"	"GO:0043647"	"inositol phosphate metabolic process"	"7/595"	"50/11810"	0.0120668213198876	0.339474280908446	0.32829570554512	7	"BP"
"DG-GCL"	"GO:0022851"	"GABA-gated chloride ion channel activity"	"3/591"	"10/11561"	0.0121770779640331	0.197324013371718	0.183821440079064	3	"MF"
"DG-GCL"	"GO:0031113"	"regulation of microtubule polymerization"	"6/595"	"39/11810"	0.0125879048592823	0.347729970444205	0.336279542829201	6	"BP"
"DG-GCL"	"GO:0030534"	"adult behavior"	"11/595"	"101/11810"	0.0125966974610833	0.347729970444205	0.336279542829201	11	"BP"
"DG-GCL"	"GO:0099529"	"neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential"	"5/591"	"28/11561"	0.0126854747444374	0.200994299839641	0.187240574590409	5	"MF"
"DG-GCL"	"GO:0007044"	"cell-substrate junction assembly"	"9/595"	"75/11810"	0.0127261144918744	0.347729970444205	0.336279542829201	9	"BP"
"DG-GCL"	"GO:0033157"	"regulation of intracellular protein transport"	"17/595"	"186/11810"	0.0127539853728472	0.347729970444205	0.336279542829201	17	"BP"
"DG-GCL"	"GO:0044448"	"cell cortex part"	"13/619"	"130/12395"	0.0130314839257171	0.130269292645682	0.115773838665257	13	"CC"
"DG-GCL"	"GO:0007626"	"locomotory behavior"	"14/595"	"143/11810"	0.0130378580622206	0.347729970444205	0.336279542829201	14	"BP"
"DG-GCL"	"GO:0043679"	"axon terminus"	"10/619"	"89/12395"	0.0130720051443764	0.130269292645682	0.115773838665257	10	"CC"
"DG-GCL"	"GO:0034329"	"cell junction assembly"	"16/595"	"172/11810"	0.0131845159739492	0.347729970444205	0.336279542829201	16	"BP"
"DG-GCL"	"GO:0045665"	"negative regulation of neuron differentiation"	"16/595"	"172/11810"	0.0131845159739492	0.347729970444205	0.336279542829201	16	"BP"
"DG-GCL"	"GO:0030004"	"cellular monovalent inorganic cation homeostasis"	"8/595"	"63/11810"	0.013310441491328	0.347729970444205	0.336279542829201	8	"BP"
"DG-GCL"	"GO:0031110"	"regulation of microtubule polymerization or depolymerization"	"8/595"	"63/11810"	0.013310441491328	0.347729970444205	0.336279542829201	8	"BP"
"DG-GCL"	"GO:1900006"	"positive regulation of dendrite development"	"8/595"	"63/11810"	0.013310441491328	0.347729970444205	0.336279542829201	8	"BP"
"DG-GCL"	"GO:0030641"	"regulation of cellular pH"	"7/595"	"51/11810"	0.0133975007255411	0.347729970444205	0.336279542829201	7	"BP"
"DG-GCL"	"GO:0051966"	"regulation of synaptic transmission, glutamatergic"	"7/595"	"51/11810"	0.0133975007255411	0.347729970444205	0.336279542829201	7	"BP"
"DG-GCL"	"GO:0098686"	"hippocampal mossy fiber to CA3 synapse"	"5/619"	"29/12395"	0.0133979195718912	0.131254195128019	0.11664914810139	5	"CC"
"DG-GCL"	"GO:0048268"	"clathrin coat assembly"	"4/595"	"19/11810"	0.0135001103408532	0.348147076290079	0.336682913763788	4	"BP"
"DG-GCL"	"GO:0021987"	"cerebral cortex development"	"10/595"	"89/11810"	0.0138189461512714	0.348810517943558	0.337324508894747	10	"BP"
"DG-GCL"	"GO:0033674"	"positive regulation of kinase activity"	"30/595"	"390/11810"	0.0138257372723469	0.348810517943558	0.337324508894747	30	"BP"
"DG-GCL"	"GO:0016323"	"basolateral plasma membrane"	"13/619"	"131/12395"	0.013831290718953	0.133241433925913	0.118415260892088	13	"CC"
"DG-GCL"	"GO:0055010"	"ventricular cardiac muscle tissue morphogenesis"	"5/595"	"29/11810"	0.0138726529632039	0.348810517943558	0.337324508894747	5	"BP"
"DG-GCL"	"GO:0097106"	"postsynaptic density organization"	"5/595"	"29/11810"	0.0138726529632039	0.348810517943558	0.337324508894747	5	"BP"
"DG-GCL"	"GO:0015079"	"potassium ion transmembrane transporter activity"	"11/591"	"101/11561"	0.013914258547964	0.210661877175723	0.196246614745525	11	"MF"
"DG-GCL"	"GO:0003713"	"transcription coactivator activity"	"22/591"	"260/11561"	0.0140328219532879	0.210661877175723	0.196246614745525	22	"MF"
"DG-GCL"	"GO:0043394"	"proteoglycan binding"	"4/591"	"19/11561"	0.0141820057565704	0.210661877175723	0.196246614745525	4	"MF"
"DG-GCL"	"GO:0061097"	"regulation of protein tyrosine kinase activity"	"8/595"	"64/11810"	0.0145631498045685	0.360555331782932	0.348682576833135	8	"BP"
"DG-GCL"	"GO:1901888"	"regulation of cell junction assembly"	"8/595"	"64/11810"	0.0145631498045685	0.360555331782932	0.348682576833135	8	"BP"
"DG-GCL"	"GO:0014031"	"mesenchymal cell development"	"7/595"	"52/11810"	0.0148301924730787	0.360555331782932	0.348682576833135	7	"BP"
"DG-GCL"	"GO:0019674"	"NAD metabolic process"	"7/595"	"52/11810"	0.0148301924730787	0.360555331782932	0.348682576833135	7	"BP"
"DG-GCL"	"GO:0048864"	"stem cell development"	"7/595"	"52/11810"	0.0148301924730787	0.360555331782932	0.348682576833135	7	"BP"
"DG-GCL"	"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to ER"	"9/595"	"77/11810"	0.0149671241381431	0.360555331782932	0.348682576833135	9	"BP"
"DG-GCL"	"GO:0030516"	"regulation of axon extension"	"9/595"	"77/11810"	0.0149671241381431	0.360555331782932	0.348682576833135	9	"BP"
"DG-GCL"	"GO:0050839"	"cell adhesion molecule binding"	"29/591"	"371/11561"	0.0150097840211702	0.212797056342007	0.198235686944425	29	"MF"
"DG-GCL"	"GO:0045637"	"regulation of myeloid cell differentiation"	"15/595"	"160/11810"	0.0150588016838684	0.360604518894062	0.348730144258004	15	"BP"
"DG-GCL"	"GO:0002020"	"protease binding"	"9/591"	"76/11561"	0.0150632875273095	0.212797056342007	0.198235686944425	9	"MF"
"DG-GCL"	"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"3/619"	"11/12395"	0.0151360577713357	0.141346555897317	0.125618501689839	3	"CC"
"DG-GCL"	"GO:0008076"	"voltage-gated potassium channel complex"	"8/619"	"65/12395"	0.0151617412900236	0.141346555897317	0.125618501689839	8	"CC"
"DG-GCL"	"GO:0060627"	"regulation of vesicle-mediated transport"	"28/595"	"361/11810"	0.015392203670672	0.362476051743421	0.350540049254597	28	"BP"
"DG-GCL"	"GO:0031334"	"positive regulation of protein complex assembly"	"17/595"	"190/11810"	0.0154836102260671	0.362476051743421	0.350540049254597	17	"BP"
"DG-GCL"	"GO:0007216"	"G protein-coupled glutamate receptor signaling pathway"	"3/595"	"11/11810"	0.0154973604026518	0.362476051743421	0.350540049254597	3	"BP"
"DG-GCL"	"GO:0045838"	"positive regulation of membrane potential"	"3/595"	"11/11810"	0.0154973604026518	0.362476051743421	0.350540049254597	3	"BP"
"DG-GCL"	"GO:0044306"	"neuron projection terminus"	"11/619"	"105/12395"	0.0155763262820871	0.141555025419525	0.125803774184535	11	"CC"
"DG-GCL"	"GO:0008016"	"regulation of heart contraction"	"13/595"	"132/11810"	0.0156496526435438	0.363922269277322	0.351938644177291	13	"BP"
"DG-GCL"	"GO:0030120"	"vesicle coat"	"7/619"	"53/12395"	0.0156739128492208	0.141555025419525	0.125803774184535	7	"CC"
"DG-GCL"	"GO:1901879"	"regulation of protein depolymerization"	"8/595"	"65/11810"	0.0158994079294948	0.366531444420933	0.354461901586867	8	"BP"
"DG-GCL"	"GO:0005242"	"inward rectifier potassium channel activity"	"3/591"	"11/11561"	0.0161164671002362	0.212797056342007	0.198235686944425	3	"MF"
"DG-GCL"	"GO:0015271"	"outward rectifier potassium channel activity"	"3/591"	"11/11561"	0.0161164671002362	0.212797056342007	0.198235686944425	3	"MF"
"DG-GCL"	"GO:0031420"	"alkali metal ion binding"	"3/591"	"11/11561"	0.0161164671002362	0.212797056342007	0.198235686944425	3	"MF"
"DG-GCL"	"GO:0046030"	"inositol trisphosphate phosphatase activity"	"3/591"	"11/11561"	0.0161164671002362	0.212797056342007	0.198235686944425	3	"MF"
"DG-GCL"	"GO:0045926"	"negative regulation of growth"	"16/595"	"176/11810"	0.0161229987955141	0.366531444420933	0.354461901586867	16	"BP"
"DG-GCL"	"GO:0060079"	"excitatory postsynaptic potential"	"9/595"	"78/11810"	0.016190716342838	0.366531444420933	0.354461901586867	9	"BP"
"DG-GCL"	"GO:0007413"	"axonal fasciculation"	"4/595"	"20/11810"	0.0162173992311524	0.366531444420933	0.354461901586867	4	"BP"
"DG-GCL"	"GO:0106030"	"neuron projection fasciculation"	"4/595"	"20/11810"	0.0162173992311524	0.366531444420933	0.354461901586867	4	"BP"
"DG-GCL"	"GO:0045639"	"positive regulation of myeloid cell differentiation"	"7/595"	"53/11810"	0.0163687650538928	0.36788570844587	0.355771570944944	7	"BP"
"DG-GCL"	"GO:0010810"	"regulation of cell-substrate adhesion"	"13/595"	"133/11810"	0.0165773388242391	0.368773096151024	0.356629737790386	13	"BP"
"DG-GCL"	"GO:0010721"	"negative regulation of cell development"	"20/595"	"237/11810"	0.0165971119469946	0.368773096151024	0.356629737790386	20	"BP"
"DG-GCL"	"GO:0030017"	"sarcomere"	"12/619"	"120/12395"	0.0166656883347999	0.148196428577144	0.131706168540605	12	"CC"
"DG-GCL"	"GO:0043408"	"regulation of MAPK cascade"	"35/595"	"478/11810"	0.0166832472034518	0.368773096151024	0.356629737790386	35	"BP"
"DG-GCL"	"GO:0043209"	"myelin sheath"	"14/619"	"149/12395"	0.0169594049658792	0.148523273792093	0.131996644710511	14	"CC"
"DG-GCL"	"GO:0060291"	"long-term synaptic potentiation"	"8/595"	"66/11810"	0.0173220939297961	0.380802097702566	0.368262635401359	8	"BP"
"DG-GCL"	"GO:0003206"	"cardiac chamber morphogenesis"	"9/595"	"79/11810"	0.0174860458197939	0.381485838912907	0.368923861643472	9	"BP"
"DG-GCL"	"GO:0050768"	"negative regulation of neurogenesis"	"18/595"	"208/11810"	0.0177342246382256	0.381485838912907	0.368923861643472	18	"BP"
"DG-GCL"	"GO:0051258"	"protein polymerization"	"18/595"	"208/11810"	0.0177342246382256	0.381485838912907	0.368923861643472	18	"BP"
"DG-GCL"	"GO:0003208"	"cardiac ventricle morphogenesis"	"6/595"	"42/11810"	0.017833039395045	0.381485838912907	0.368923861643472	6	"BP"
"DG-GCL"	"GO:0043113"	"receptor clustering"	"6/595"	"42/11810"	0.017833039395045	0.381485838912907	0.368923861643472	6	"BP"
"DG-GCL"	"GO:0014033"	"neural crest cell differentiation"	"7/595"	"54/11810"	0.0180169797150018	0.381485838912907	0.368923861643472	7	"BP"
"DG-GCL"	"GO:0045652"	"regulation of megakaryocyte differentiation"	"7/595"	"54/11810"	0.0180169797150018	0.381485838912907	0.368923861643472	7	"BP"
"DG-GCL"	"GO:0003229"	"ventricular cardiac muscle tissue development"	"5/595"	"31/11810"	0.0182804446443435	0.383032441688511	0.37041953621433	5	"BP"
"DG-GCL"	"GO:1901985"	"positive regulation of protein acetylation"	"5/595"	"31/11810"	0.0182804446443435	0.383032441688511	0.37041953621433	5	"BP"
"DG-GCL"	"GO:0045666"	"positive regulation of neuron differentiation"	"23/595"	"287/11810"	0.0188217872283536	0.392331865386873	0.379412738456476	23	"BP"
"DG-GCL"	"GO:0030545"	"receptor regulator activity"	"16/591"	"177/11561"	0.0191281141479286	0.246217085384652	0.229368835724095	16	"MF"
"DG-GCL"	"GO:0000188"	"inactivation of MAPK activity"	"4/595"	"21/11810"	0.0192539624484812	0.395197402705306	0.382183916270604	4	"BP"
"DG-GCL"	"GO:0031116"	"positive regulation of microtubule polymerization"	"4/595"	"21/11810"	0.0192539624484812	0.395197402705306	0.382183916270604	4	"BP"
